Row Labels,sample date,"1,2,3-Trichlorobenzene","1,2,4-Trichlorobenzene",Acenaphthene,Acenaphthylene,AGOC-3A,Alachlor,Aldrin,alpha-Hexachlorocyclohexane,Aluminium,Ammonium,Anionic active surfactants,Anthracene,AOX,Arsenic,Atrazine,Barium,Benzo(a)anthracene,Benzo(a)pyrene,Benzo(b)fluoranthene,"Benzo(g,h,i)perylene",Benzo(k)fluoranthene,Berilium,beta-Hexaxchlorocyclohexane,Bicarbonates,Biochemical Oxygen,Boron,Cadmium,Calcium,Carbonates,Cesium,Chemical Oxygen Demand (Cr),Chemical Oxygen Demand (Mn),Chlorides,Chlorodinine,Chromium,Chrysene,Copper,Cyanides,Dieldrin,Dissolved organic carbon,Dissolved oxygen,Dissolved silicates,Endosulfan (alpha),Endosulfan (beta),Endrin,Fecal coliforms,Fecal streptococci ,Fluoranthene,Fluorene,gamma-Hexachlorocyclohexane,Heptachlor,Heptachloroepoxide,Hexachlorobenzene,"Indeno(1,2,3-c,d)pyrene",Inorganic nitrogen,Iron,Isodrin,Lead,Macrozoobenthos,Magnesium,Manganese,Mercury,Methoxychlor,Methylosmoline,Metolachlor,Naphthalene,Nickel,Nitrates,Nitrites,Organic nitrogen,Orthophosphate-phosphorus,Oxygen saturation,"p,p-DDD","p,p-DDE","p,p-DDT",PAHs,PCB 101,PCB 118,PCB 138,PCB 153,PCB 180,PCB 28,PCB 52,Pentachlorobenzene,Petroleum hydrocarbons,Phenanthrene,Potassium,Pyrene,Selenium,Silica (SiO2),Simazine,Sodium,Sulfides,Sulphates,Tetrachloromethane,Total coliforms,Total dissolved phosphorus,Total dissolved salts,Total extractable matter,Total hardness,Total nitrogen,Total organic carbon,Total phosphorus,Trifluralin,Water temperature,Zinc
Achara,3/17/2012,,,,,,,,,,0.322,,,,0,,,,,,,,,,,2.1,,0.25,34.1,,,0,2.8,12.9,,0,,1.8,,,,12.9,,,,,,,,,,,,,,,,,0.5,,3.7,,,,,,,0,1.1,0.014,0.17,0.019,,,,,,,,,,,,,,,,,,,8.2,,,,,,,,,,,1.61,,0.022,,4,5
Achara,4/21/2012,,,,,,,,,,0,,,,0,,,,,,,,,,,3.4,,0.25,36,,,10,3.7,7.9,,0,,2.6,,,,10.2,,,,,,,,,,,,,,,,,1.2,,2.5,,0,,,,,0,0.62,0.013,0.4,0.044,,,,,,,,,,,,,,,,,,,7.6,,,,,,,,,,,1.06,,0.077,,14,5
Achara,4/29/2012,,,,,,,,,,0,,,,,,,,,,,,,,,1.9,,,,,,0,2.4,,,,,,,,,9.3,,,,,,,,,,,,,,,,,,,,,,,,,,,1.59,0.014,0.32,0.081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.94,,0.128,,17.7,
Achara,5/19/2012,,,,,,,,,,0,,,,0,,,,,,,,,,,1.8,,0.25,31.3,,,0,2.4,8,,0,,3.2,,,,9.4,,,,,,,,,,,,,,,,,0.5,,8.4,,0,,,,,0,0.9,0.021,0.46,0.027,,,,,,,,,,,,,,,,,,,9.6,,,,,,,,,,,1.398,,0.119,,12.7,5
Achara,5/27/2012,,,,,,,,,,0.15,,,,,,,,,,,,,,,1.9,,,,,,0,3.1,,,,,,,,,9.11,,,,,,,,,,,,,,,,,,,,,,,,,,,0.73,0.031,0.18,0.021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.09,,0.107,,17.2,
Achara,6/16/2012,,,,,,,,,,0.288,,,,0,,,,,,,,,,,3.4,,0.25,33.9,,,11,3.4,9.4,,1.9,,6.7,,,,7.2,,,,,,,,,,,,,,,,,1.6,,7.5,,,,,,,1.7,0.94,0.06,0,0.145,,,,,,,,,,,,,,,,,,,10.2,,,,,,,,,,,1.31,,0.293,,25,12
Achara,6/28/2012,,,,,,,,,,0.065,,,,,,,,,,,,,,,1.4,,,,,,12,4.9,,,,,,,,,8.2,,,,,,,,,,,,,,,,,,,,,,,,,,,0.94,0.04,0.12,0.058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.17,,0.149,,20.8,
Achara,7/8/2012,,,,,,,,,,0.066,,,,,,,,,,,,,,,1.8,,,,,,10,4,,,,,,,,,8.9,,,,,,,,,,,,,,,,,,,,,,,,,,,1.65,0.049,0.06,0.114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.83,,0.221,,22,
Achara,7/21/2012,,,,,,,,,,0.035,,,,0,,,,,,,,,,,,,0.25,33.2,,,0,3.2,8.1,,0,,2.7,,,,7.7,,,,,,,,,,,,,,,,,0.5,,6.3,,0,,,,,0,0.59,0.037,0.47,0,,,,,,,,,,,,,,,,,,,8.8,,,,,,,,,,,1.14,,0.022,,22.7,5
Achara,8/16/2012,,,,,,,,,,0,,,,1.6,,,,,,,,,,,,,0.25,33.7,,,11,2.4,7.2,,0,,1.4,,,,8.2,,,,,,,,,0,,,,,,,,0.5,,8.3,,0,,,,,0,0.9,0.02,0.17,0.057,,,,,,,,,,,,,,,,,,,14.1,,,,,,,,,,,1.11,,0.07,,24.2,5
Achara,8/26/2012,,,,,,,,,,0,,,,,,,,,,,,,,,1.5,,,,,,10,3.5,,,,,,,,,8.4,,,,,,,,,,,,,,,,,,,,,,,,,,,0.57,0.011,0.11,0.045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,0.105,,22.3,
Achara,9/21/2012,,,,,,,,,,0,,,,1.3,,,,,,,,,,,2,,0.25,27,,,0,3.8,5.4,,0,,1.5,,,,9.7,,,,,,,,,,,,,,,,,0.5,,6.1,,0,,,,,0,0.4,0.014,0.38,0.02,,,,,,,,,,,,,,,,,,,6.2,,,,,,,,,,,1,,0.067,,17.6,5
Achara,9/27/2012,,,,,,,,,,0.08,,,,,,,,,,,,,,,1.4,,,,,,0,3,,,,,,,,,8.9,,,,,,,,,,,,,,,,,,,,,,,,,,,0.96,0.02,0.1,0.126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.14,,0.252,,16.6,
Achara,10/18/2012,,,,,,,,,,0.035,,,,,,,,,,,,,,,1.7,,,,,,0,2,,,,,,,,,10.1,,,,,,,,,,,,,,,,,,,,,,,,,,,0.73,0.037,0.31,0.047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.12,,0.095,,11,
Achara,10/21/2012,,,,,,,,,,0.34,,,,0,,,,,,,,,,,2.6,,0.25,36.1,,,12,4.4,13.8,,0,,3.1,,,,9.5,,,,,,,,,,,,,,,,,0.5,,9,,0,,,,,0,0.85,0.051,0.04,0.043,,,,,,,,,,,,,,,,,,,4.3,,,,,,,,,,,1.28,,0.114,,8.8,5
Achara,11/16/2012,,,,,,,,,,0.106,,,,1.4,,,,,,,,,,,2.1,,0.25,45.5,,,0,3.4,13.5,,0,,1.6,,,,9.7,,,,,,,,,,,,,,,,,0.5,,7.8,,0,,,,,0,0.83,0.045,0.46,0.053,,,,,,,,,,,,,,,,,,,9.3,,,,,,,,,,,1.44,,0.138,,11,5
Achara,11/22/2012,,,,,,,,,,0.09,,,,,,,,,,,,,,,2.7,,,,,,10,3.1,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,0.82,0.017,0.07,0.026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,0.105,,11.4,
Achara,12/7/2012,,,,,,,,,,0.107,,,,,,,,,,,,,,,2,,,,,,0,2.1,,,,,,,,,11.5,,,,,,,,,,,,,,,,,,,,,,,,,,,0.63,0.015,0.2,0.032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,0.091,,8,
Achara,12/10/2012,,,,,,,,,,0.153,,,,0,,,,,,,,,,,2.6,,0.25,34.7,,,23,7.4,7.2,,0,,3.1,,,,12.4,,,,,,,,,,,,,,,,,2.4,,4.9,,0,,,,,0,0.48,0.045,0.27,0.231,,,,,,,,,,,,,,,,,,,18.3,,,,,,,,,,,1,,0.445,,5,25
Achara,1/17/2013,,,,,,,,,,0.114,,,,0,0,,,,,,,,,,3.3,,0,45.2,,,12,3.4,11.6,,0,,8.8,,,,12,,,,,,,,,0,,,,,,,,1.3,,5.6,,0,,,,,0,1.29,0.018,,0.051,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,1.88,,0.114,,6,15
Achara,2/15/2013,,,,,,,,,,0,,,,0,0,,,,,,,,,,2.2,,0,34.2,,,0,3,9.6,,0,,1.6,,,,13.3,,,,,,,,,0,,,,,,,,0.5,,6.5,,0,,,,,1.7,1,0.013,,0.007,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,1.18,,0.042,,3,5
Achara,3/14/2013,,,,,,,,,,0.037,,,,0,0,,,,,,,,,,2.4,,0,48.4,,,0,3.2,12.9,,0,,1.1,,,,13.4,,,,,,,,,0,,,,,,,,0.5,,6.1,,0,,,,,0,1.07,0.02,,0.008,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,1.57,,0.037,,8,5
Achara,4/12/2013,,,,,,,,,,0.036,,,,0,0,,,,,,,,,,2.1,,0,41.1,,,0,2.5,10.1,,0,,1.9,,,,11.7,,,,,,,,,0,,,,,,,,0.5,,6.7,,0,,,,,0,0.89,0.014,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,1.16,,0.024,,11.5,5
Achara,5/16/2013,,,,,,,,,,0.045,,,,0,0,,,,,,,,,,2.3,,0,35.3,,,14,3.2,9,,0,,1.6,,,,8.2,,,,,,,,,0,,,,,,,,0.5,,6.8,,0.015,,,,,0,0.72,0.019,,0.012,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,1.07,,0.06,,12,5
Achara,6/14/2013,,,,,,,,,,0.073,,,,0,0,,,,,,,,,,1,,0,39.4,,,0,1.8,11.2,,0,,1.4,,,,8.4,,,,,,,,,0,,,,,,,,0.5,,6.4,,0.02,,,,,0,1.02,0.051,,0.045,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,1.23,,0.112,,21,5
Achara,7/18/2013,,,,,,,,,,0.04,,,,1,0,,,,,,,,,,2.6,,0,42.1,,,0,3.8,11.7,,0,,0,,,,7.2,,,,,,,,,0,,,,,,,,0.5,,10,,0,,,,,0,1.14,0.003,,0.038,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,1.41,,0.084,,26,5
Achara,8/16/2013,,,,,,,,,,0.033,,,,2.1,0,,,,,,,,,,1.7,,0,32.1,,,0,2,6.1,,0,,1,,,,8,,,,,,,,,0,,,,,,,,1.1,,8.3,,,,,,,0,0.45,0.008,,0.018,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0.52,,0.028,,23,5
Achara,9/21/2013,,,,,,,,,,0.067,,,,1.1,0,,,,,,,,,,2.1,,0,33,,,0,2.7,9.9,,0,,1.9,,,,7.4,,,,,,,,,0,,,,,,,,0.5,,5.3,,0,,,,,0,0.81,0.025,,0.034,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0.98,,0.05,,20,5
Achara,10/18/2013,,,,,,,,,,0,,,,0,,,,,,,,,,,1,,0,46.8,,,0,2.7,15.6,,0,,12.6,,,,9.8,,,,,,,,,0,,,,,,,,7.8,,6.5,,0,,,,,1.8,1.31,0.03,,0.022,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,2.09,,0.051,,10,5
Achara,11/15/2013,,,,,,,,,,0.041,,,,0,,,,,,,,,,,2,,0,44.1,,,0,3.8,14.5,,0,,1.5,,,,11,,,,,,,,,0,,,,,,,,0.5,,9.8,,0.03,,,,,0,1.18,0.054,,0.018,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,2.03,,0.094,,7,5
Achara,12/13/2013,,,,,,,,,,0.421,,,,0,,,,,,,,,,,1.9,,0,49.9,,,0,2,15.6,,0,,1.4,,,,9.9,,,,,,,,,0,,,,,,,,0.5,,8.6,,0,,,,,0,1.29,0.051,,0.029,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,2.26,,0.054,,8,5
Achara,1/16/2014,,,,,,,,,,0.43,,,,,0,,,,,,,,,170.8,2.3,,,47.3,,,5,3.1,15.2,,,,,,,,12,2.8,,,,,,,,0,,,,,,,,,,8.5,0.05,0,,,,,,0.98,0.032,,0.02,87,,,0,,,,,,,,,,,,4,,,,,16.5,,39.9,,,,224,,152.7,2,2.25,0.108,,2,
Achara,2/15/2014,,,,,,,,,,0.216,,,,,0,,,,,,,,,,4,,,41,,,5,,13.4,,,,,,,,15.1,2,,,,,,,,0,,,,,,,,,,9.4,,0,,,,,,1.22,0.016,,0.018,106,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,1.87,,0.046,,1,
Achara,3/19/2014,,,,,,,,,,0,,,,,0,,,,,,,,,,3.8,,,44.8,,,5,,11.9,,,,,,,,10.9,1,,,,,,,,0,,,,,,,,,,5.6,,0,,,,,,0.94,0.019,,0.014,105,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,1.41,,0.023,,14,
Achara,4/18/2014,,,,,,,,,,0.215,,,,,0.213,,,,,,,,,134.2,1.3,,,43.3,,,5,2.2,11.4,,,,,,,,9,1.9,,,,,,,,0,,,,,,,,,,8.8,0.07,0.03,,,,,,1.09,0.031,,0.024,82,,,0,,,,,,,,,,,,2.6,,,,,9.2,,30.9,,,,190,,144.4,1.79,,0.075,,11,
Achara,5/16/2014,,,,,,,,,,0.051,,,,,0,,,,,,,,,,2.1,,,26.3,,,5,2.8,6.7,,,,,,,,8.7,1.6,,,,,,,,0,,,,,,,,,,2.2,,0.022,,,,,,0.69,0.015,,0.009,77,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,1.09,,0.027,,10,
Achara,6/20/2014,,,,,,,,,,0.087,,,,,0,,,,,,,,,85.4,3,,,24.5,,,15,3.5,5.8,,,,,,,,8.3,1.1,,,,,,,,0,,,,,,,,,,4.2,0,0,,,,,,0.66,0.021,,0,93,,,0,,,,,,,,,,,,2.4,,,,,5.7,,14.9,,,,125,,78.2,1.02,2.6,0.031,,21,
Achara,7/18/2014,,,,,,,,,,0.037,,,,,0,,,,,,,,,,1.6,,,39.6,,,5,,12.8,,,,,,,,8.7,1.9,,,,,,,,0,,,,,,,,,,3.6,,0,,,,,,1.33,0.043,,0.03,99,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,1.72,2.53,0.055,,22,
Achara,8/16/2014,,,,,,,,,,0,,,,,0,,,,,,,,,128.1,2.5,,,39.9,,,15,,13.4,,,,,,,,9.6,1.6,,,,,,,,0,,,,,,,,,,6.5,0,0,,,,,,1.38,0.023,,0.024,105,,,0,,,,,,,,,,,,3.4,,,,,12,,28.9,,,,191,,126.5,1.56,3.37,0.036,,20,
Achara,9/19/2014,,,,,,,,,,0.026,,,,,0,,,,,,,,,,1.2,,,54.2,,,5,,17.2,,,,,,,,8.3,4.8,,,,,,,,0,,,,,,,,,,7.4,,0,,,,,,2.63,0.027,,0.027,89,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,2.84,2.65,0.039,,19.4,
Achara,10/17/2014,,,,,,,,,,0.062,,,,,0,,,,,,,,,134.2,0.5,,,41.5,,,11,2,15.2,,,,,,,,10.3,1.2,,,,,,,,0,,,,,,,,,,7.6,0,0,,,,,,1.77,0.039,,0.065,104,,,0,,,,,,,,,,,,4,,,,,13.8,,33.7,,,,222,,134.8,1.98,2.97,0.082,,16,
Achara,11/21/2014,,,,,,,,,,0.15,,,,,0,,,,,,,,,,1,,,47.4,,,13,1.3,15.9,,,,,,,,10.7,1.2,,,,,,,,0,,,,,,,,,,8.8,,0.055,,,,,,2.04,0.07,,0.026,94,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,2.33,2.33,0.037,,10,
Achara,12/12/2014,,,,,,,,,,0.216,,,,,0,,,,,,,,,146.4,2.3,,,49.5,,,16,2.7,22.1,,,,,,,,11.8,3.1,,,,,,,,0,,,,,,,,,,9.2,0.03,0,,,,,,1.56,0.021,,0.02,83,,,0,,,,,,,,,,,,4.2,,,,,19.5,,47,,,,254,,161.3,1.99,2.22,0.029,,1,
Achara,1/17/2015,,,,,,,,,,0.316,,,,,0,,,,,,,,,,2.3,,,49.8,,,5,,19.1,,,,,,,,12.5,1.4,,,,,,,,0,,,,,,,,,,8.7,,0,,,,,,1.75,0.041,,0.025,100,,,0,,,,,,,,,,0,,,,,,,,,,,,,,,160.1,2.16,2.35,0.046,,6,
Achara,2/21/2015,,,,,,,,,,0,,,,,0,,,,,,,,,115.9,3.1,,0,39.3,,,5,,10.6,,,,,,,,13.3,1.1,,,,,,,,0,,,,,,,,0.5,,4,0,0,,,,,0,1.23,0.005,,0.013,99,,,0,,,,,,,,,,0,,2.6,,,,,8.6,,29.3,,,,,,114.5,1.43,2.39,0.045,,3,5
Achara,3/13/2015,,,,,,,,,,0.049,,,,,0,,,,,,,,,,2.2,,,36.4,,,18,,8.3,,,,,,,,11.1,1.5,,,,,,,,0,,,,,,,,,,4.7,,0,,,,,,0.93,0.012,,0.012,94,,,0,,,,,,,,,,0,,,,,,,,,,,,,,,110.7,1.13,2.46,0.03,,8,
Achara,4/18/2015,,,,,,,,,,0.055,,,,,0,,,,,,,,,109.8,1.4,,,36.9,,,16,2.1,8.6,,,,,,,,10.7,3.3,,,,,,,,0,,,,,,,,,,4.7,0,0,,,,,,1.3,0.022,,0.024,99,,,0,,,,,,,,,,0,,2.1,,,,,6.5,,25.7,,,,,,111.6,1.62,2.34,0.051,,12,
Achara,5/15/2015,,,,,,,,,,0.21,,,,,0,,,,,,,,,,2.2,,,41.9,,,17,2.5,12.4,,,,,,,,8.3,2,,,,,,,,0,,,,,,,,,,6.1,,0,,,,,,1.71,0.108,,0.017,85,,,0,,,,,,,,,,0,,,,,,,,,,,,,,,129.8,2.07,2.39,0.022,,17,
Achara,6/20/2015,,,,,,,,,,0.35,,,,,0,,,,,,,,,109.8,2.5,,0,32.5,,,18,2.8,8.2,,,,,,,,7.6,1.5,,,,,,,,0,,,,,0.15,,,2.5,,3.5,0.031,0,,,,,0,0.83,0.064,,0.23,88,,,0,,,,,,,,,,0,,3.2,,,,,6.7,,19.7,,,,,,95.5,1.26,2.34,,,23,5
Achara,7/16/2015,,,,,,,,,,0.063,,,,,0,,,,,,,,,,1.6,,,33.2,,,17,2.7,7.2,,,,,,,,7.4,1.3,,,,,,,,0,,,,,,,,,,2.7,,0,,,,,,0.89,0.013,,0.023,85,,,0,,,,,,,,,,0,,,,,,,,,,,,,,,93.9,0.99,2.4,0.031,,22,
Achara,8/22/2015,,,,,,,,,,0.108,,,,,0,,,,,,,,,128.1,1.5,,0,40.1,,,12,,12.7,,,,,,,,7.6,2,,,,,,,,0,,,,,,,,0.5,,5.4,0,0,,,,,0,1.58,0.146,,0.068,88,,,0,,,,,,,,,,0,,3.3,,,,,12.8,,26.4,,,,,,122.2,2.06,2.47,0.094,,23,5
Achara,9/18/2015,,,,,,,,,,0.065,,,,,0,,,,,,,,,,1.3,,,40.4,,,16,,11.4,,,,,,,,7.3,1.9,,,,,,,,0,,,,,,,,,,4.4,,0.067,,,,,,1.17,0.038,,0.1,76,,,0,,,,,,,,,,0,,,,,,,,,,,,,,,119,1.48,2.53,0.15,,17,
Achara,10/16/2015,,,,,,,,,,0.073,,,,,0,,,,,,,,,140.3,1.3,,0,44.2,,,5,2.7,15.5,,,,,,,,8.2,1.4,,,,,,,,0,,,,,,,,0.5,,6.6,0,0,,,,,,1.85,0.037,,0.038,82,,,0,,,,,,,,,,0.16,,4,,,,,14.8,,34.5,,,,,,137.5,2.05,2.52,0.046,,15,15
Achara,11/20/2015,,,,,,,,,,0.11,,,,,0,,,,,,,,,,1.1,,,32.9,,,5,2.5,9.5,,,,,,,,10,1.8,,,,,,,,0,,,,,,,,,,4.9,,0,,,,,,0.79,0.029,,0.024,90,,,0,,,,,,,,,,0,,,,,,,,,,,,,,,102.2,1.01,2.15,0.037,,11,
Achara,12/9/2015,,,,,,,,,,0.18,,,,,0,,,,,,,,,,2.4,,,41.9,140.3,,5,,12.8,,,,,,,,12.1,2.8,,,,,,,,0,,,,,,,,,,4.4,0,0,,,,,,1.35,0.031,,0.012,92,,,0,,,,,,,,,,0,,3.1,,,,,12.4,,31.5,,,,,,122.8,1.61,2.25,0.025,,,
Achara,1/15/2016,,,,,,,,,,0.13,,,,,0,,,,,,,,,,2.4,,0,37.9,,,5,,11.8,,,,,,,,12.6,1.4,,,,,,,,0,,,,,,,,0,,3.9,,0,,,,,0,0.94,0.018,,0.016,99,,,0,,,,,,,,,,0,,,,,,,,,,,,,176,,110.6,1.24,,0.037,,5,
Achara,2/12/2016,,,,,,,,,,0.06,0,,,,0,,,,,,,,,122,2.2,,,35.5,,,5,,10.6,,,,,,,,10.9,2,,,,,,,,0,,,,,,,,,,6.8,,0,,,,,,0.94,0.01,,0.012,90,,,0,,,,,,,,,,0,,2.3,,,,,8.3,,21.9,,,,160,,116.8,1.19,,0.022,,7,
Achara,3/12/2016,,,,,,,,,,0.04,,,,,0,,,,,,,,,,1.6,,,35.6,,,5,2.26,11.8,,,,,,,,11.3,1.4,,,,,,,,0,,,,,,,,,,6.9,,0,,,,,,1.08,0.012,,0.011,100,,,0,,,,,,,,,,0,,,,,,,,,,,,,163,,117.2,1.18,,0.029,,10,
Achara,4/16/2016,,,,,,,,,,0.14,0,,,,0,,,,,,,,,109.8,2.8,,,31.5,,,5,,9.3,,,,,,,,9.9,2.3,,,,,,,,0,,,,,,,,0,,4.9,,0,,,,,0,0.87,0.028,,0.068,94,,,0,,,,,,,,,,0,,2.6,,,,,9,,21.8,,,,145,,98.8,1.14,,0.12,,13,
Achara,5/13/2016,,,,,,,,,,0.16,,,,,0,,,,,,,,,,1.8,,,27,,,12,3.6,9.2,,,,,,,,8.7,1.9,,,,,,,,0,,,,,,,,,2.37,6.6,,0,,,,,,1.11,0.038,,0.03,92,,,0,,,,,,,,,,0,,,,,,,,,,,,,154,,94.6,1.67,,0.071,,18,
Achara,6/11/2016,,,,,,,,,,0.05,0,,,,0,,,,,,,,,115.9,2.6,,0,35.6,,,5,3.8,11.6,,,,,,,,10.2,1.8,,,,,,,,0,,,,,,,,,,6.9,,0,,,,,,0.97,0.027,,0.037,125,,,0,,,,,,,,,,0,,2.6,,,,,8.7,,20.9,,,,158,,117,1.29,,0.043,,26,
Achara,7/16/2016,,,,,,,,,,0.04,,,,,0,,,,,,,,,,1.2,,,33.2,,,19,3.1,9.1,,,,,,,,8.2,3.3,,,,,,,,0,,,,,,,,,,5.9,,0,,,,,,0.79,0.021,,0.044,96,,,0,,,,,,,,,,0,,,,,,,,,,,,,164,,107.3,0.95,,0.061,,26,
Achara,8/20/2016,,,,,,,,,,0.056,0,,,,0,,,,,,,,,97.6,0.5,,0,25.9,,,12,2.2,6.3,,,,,,,,7.9,1.6,,,,,,,,0,,,,,,,,0,,4,,0,,,,,0,0.39,0.023,,0.025,93,,,0,,,,,,,,,,0,,2.2,,,,,5.9,,13,,,,108,,81.2,0.63,,0.062,,23,
Achara,9/16/2016,,,,,,,,,,0.078,,,,,0,,,,,,,,,,0.5,,,31.3,,,21,2.5,9.9,,,,,,,,8,3.7,,,,,,,,0,,,,,,,,,2.37,4.9,,,,,,,,1.15,0.042,,0.051,90,,,0,,,,,,,,,,0,,,,,,,,,,,,,152,,98.1,1.28,,0.061,,21,
Achara,10/22/2016,,,,,,,,,,0.089,0,,,,0,,,,,,,,,109.8,0.5,,0,27.6,,,11,2.3,7.3,,,,,,,,8.8,1.1,,,,,,,,0,,,,,,,,0,,5.1,,0,,,,,0,0.68,0.024,,0.034,87,,,0,,,,,,,,,,0,,2.6,,,,,8.5,,12.7,,,,133,,89.9,0.93,,0.04,,15,
Achara,11/19/2016,,,,,,,,,,0.11,,,,,0,,,,,,,,,,0.5,,,30.9,,,12,1,11,,,,,,,,10.4,2,,,,,,,,0,,,,,,,,,,6.9,,0,,,,,,1.09,0.042,,0.079,97,,,0,,,,,,,,,,0,,,,,,,,,,,,,,,106.3,1.27,,0.24,,12,
Achara,12/10/2016,,,,,,,,,,0.11,0,,,,0,,,,,,,,,105.6,1.2,,,30.9,,,13,2.4,7.5,,,,,,,,11.5,2.5,,,,,,,,0,,,,,,,,,,5.1,,0,,,,,,0.82,0.015,,0.022,94,,,0,,,,,,,,,,0,,2.5,,,,,7.7,,15.2,,,,,,98.3,1.35,,0.08,,7,
Boonsri,1/11/1998,,,,,,,,,,0.33,,,0,0,0,,,,,,,,,,3.6,,0,52,,0,13.8,4.8,19.2,,17,,22,,,,9.1,,,,,0,,,,,,,,,,4.95,,0,0,9.7,0.01,0,,,,,5,1.47,0.01,,0.06,,,,,,,,,,,,,,,,3.5,,,,,13.9,,36.7,,0.95,,,,,,,0.09,,2,21
Boonsri,2/15/1998,,,,,,,,,,0.14,,,0,0,0,,,,,,,,,,3.8,,0,56,,0,13.4,4.7,24.1,,9,,5,,,,11.5,,,,,0,,,,,,,,,,2.84,,0,0,24.2,0.02,0,,,,,2,2.5,0.03,,0.02,,,,,,,,,,,,,,,,3.2,,,,,13.6,,49.8,,0.84,,,,,,,0.06,,5,15
Boonsri,3/12/1998,,,,,,,,,,0.2,,,0,0,0,,,,,,,,,,3.3,,0,68,,0,13.1,4.9,27.7,,6,,9,,,,11,,,,,0,,,,,,,,,,4.57,,0,2.02,21.7,0.01,0,,,,,3,1.9,0.03,,0.05,,,,,,,,,,,,,,,,3.7,,,,,13.5,,46.5,,1.4,,,,,,,0.08,,2,15
Boonsri,4/11/1998,,,,,,,,,,0.26,,,0,0,0,,,,,,,,,,3.5,,0.61,101,,0,20.7,7.9,43,,43,,47,,,,16.9,,,,,0,,,,0,,,,,,2.09,,55,2.09,27.6,0.02,0,,,,,9,5.14,0.11,,0.09,,,,0.002,,,,,,,,,,,,6.8,,,,,27.5,,95,,0,,,,,,,0.17,,15,43
Boonsri,5/9/1998,,,,,,,,,,0.42,,,0,0,0,,,,,,,,,,5.9,,0,97.6,,0,27.2,9.3,41.2,,19,,13,,,,16.8,,,,,0,,,,,,,,,,3.85,,0,0,22.4,0.05,0,,,,,7,3.97,0.12,,0.09,,,,,,,,,,,,,,,,7,,,,,30.4,,71.1,,3.5,,,,,,,0.17,,28,36
Boonsri,6/6/1998,,,,,,,,,,0.28,,,0,0,0,,,,,,,,,,5,,0.85,107,,0,22.9,8.3,44.7,,21,,23,,,,14.3,,,,,0,,,,0.01,,,,,,0.15,,5,0,24.8,0.24,0,,,,,22,2.55,0.1,,0.05,,,,0,,,,,,,,,,,,6.78,,,,,26.2,,96.2,,0,,,,,,,0.14,,49,47
Boonsri,7/11/1998,,,,,,,,,,0.26,,,0,0,0,,,,,,,,,,3.4,,0,92.2,,0,0,6.2,41.2,,0,,17,,,,13.7,,,,,0,,,,,,,,,,0.66,,0,0,25.4,0.009,0,,,,,9,3.14,0.05,,0.13,,,,0,,,,,,,,,,,,4.8,,,,,23.4,,79.2,,0.5,,,,,,,0.22,,36,37
Boonsri,8/8/1998,,,,,,,,,,0.4,,,0,0,0,,,,,,,,,,5.7,,1.2,97,,0,0,6.4,50.3,,40,,75,,,,13.8,,,,,0,,,,,,,,,,0.4,,7,0,24.8,0.023,0,,,,,45,1.84,0.14,,0.08,,,,,,,,,,,,,,,,5.6,,,,,28.9,,64.1,,0,,,,,,,0.16,,46,145
Boonsri,9/5/1998,,,,,,,,,,0.53,,,0,0,0,,,,,,,,,,5.4,,0,96,,0,0,9.4,46.9,,15,,11,,,,15.6,,,,,0,,,,,,,,,,0.86,,0,0,58.6,0.015,0,,,,,10,2.17,0.13,,0.08,,,,,,,,,,,,,,,,5.2,,,,,32.4,,188.7,,0.5,,,,,,,0.27,,29,54
